,reviewee,reviewer,reviewer_identity,review_date,review_star,Amazing chat,review,Goes the extra mile,Knows their stuff,Unique listings,Easygoing buyer,Fast and decisive
4895,autumnz1,twengkin99,buyer,4 years ago,5.0,0.0,Friendly and patient! Will buy again! :),0.0,0.0,0.0,0.0,0.0
4896,autumnz1,gngoh,buyer,4 years ago,5.0,0.0,Thx for fuss free transaction,0.0,0.0,0.0,0.0,0.0
4897,autumnz1,smurfette.mum,buyer,4 years ago,5.0,0.0,Great seller with fast replies and fuss free transaction! Highly recommended! Thanks again 😃,0.0,0.0,0.0,0.0,0.0
4898,autumnz1,thebeautitudes,buyer,4 years ago,5.0,0.0,Very smooth transaction! Pleasant purchase. Seller was communicating all the details very well. Recommended 👍🏻,0.0,0.0,0.0,0.0,0.0
4899,autumnz1,lwekeo,buyer,4 years ago,4.7,0.0,Extremely pleasant and efficient transaction! Thanks for the earpick!,0.0,0.0,0.0,0.0,0.0
4900,autumnz1,armydawnie_,buyer,4 years ago,5.0,0.0,"seller was on time, prompt replies and is very accommodating via meet up timing thank you!",0.0,0.0,0.0,0.0,0.0
4901,autumnz1,trie.k,buyer,4 years ago,5.0,0.0,Great seller to deal with! Pleasant transaction! Speedy replies. Thank you!,0.0,0.0,0.0,0.0,0.0
4902,autumnz1,bamtorigyu,buyer,4 years ago,5.0,0.0,Seller was kind and understanding 😊 It's was nice dealing with you! Tysm!,0.0,0.0,0.0,0.0,0.0
4903,autumnz1,buysell89,buyer,4 years ago,5.0,0.0,Great seller to deal with. Recommended!!,0.0,0.0,0.0,0.0,0.0
4904,autumnz1,babyrin.ajin,buyer,4 years ago,5.0,0.0,Item is great as description. Great Seller to deal with. is friendly and speedy replies. Will deal again in future.,0.0,0.0,0.0,0.0,0.0
4905,autumnz1,excellent20,buyer,4 years ago,5.0,0.0,A great seller to deal with. Responded very fast to queries. Hope to deal with u again. Thank you.,0.0,0.0,0.0,0.0,0.0
4906,autumnz1,venrr,buyer,4 years ago,5.0,0.0,"great seller, hassle free and excellent product. thank you",0.0,0.0,0.0,0.0,0.0
4907,autumnz1,huihuien,buyer,4 years ago,5.0,0.0,a great seller fast reply thanks will buy again from eu,0.0,0.0,0.0,0.0,0.0
4908,autumnz1,just.books,buyer,4 years ago,5.0,0.0,great seller to deal with! was accommodating and did not complain when i kept changing meet up dates! prompt replies and was punctual too! thanks for the fuss free deal,0.0,0.0,0.0,0.0,0.0
4909,autumnz1,rozita.ali.3,buyer,4 years ago,5.0,0.0,Great seller to deal with..smooth transactions .thumbs up👍👍,0.0,0.0,0.0,0.0,0.0
4910,autumnz1,sandandbeaches,buyer,4 years ago,5.0,0.0,seller was patient and fast replies :) ! thanks for the item ! delivery came on time,0.0,0.0,0.0,0.0,0.0
4911,autumnz1,expedient,buyer,4 years ago,5.0,0.0,"great seller, awesome product, very punctual, very friendly as well :)",0.0,0.0,0.0,0.0,0.0
4912,autumnz1,remyzah,buyer,4 years ago,5.0,0.0,Repeat customer. Bought smartpac from seller many many times. Very accomodating and hassle free transaction. Highly recommended 👍🏽,0.0,0.0,0.0,0.0,0.0
4913,autumnz1,fiza.killimooin,buyer,4 years ago,5.0,0.0,Seller is fast in reply and meet in time..great seller..thank u,0.0,0.0,0.0,0.0,0.0
4914,autumnz1,delphinus,buyer,4 years ago,5.0,0.0,Fast replies. Efficient seller. Quick to deliver item too. Thank you!,0.0,0.0,0.0,0.0,0.0
4915,autumnz1,mummyddzd,buyer,4 years ago,5.0,0.0,Fast fast n chop chop! Thumbs Up!!,0.0,0.0,0.0,0.0,0.0
4916,autumnz1,naturesbeauty,seller,4 years ago,5.0,0.0,Great buyer to deal with! Very pleasant transaction,0.0,0.0,0.0,0.0,0.0
4917,autumnz1,tiffyho,buyer,4 years ago,5.0,0.0,Pleasant seller who is fast in response. Received items in great condition! 👍🏻👍🏻👍🏻,0.0,0.0,0.0,0.0,0.0
4918,autumnz1,SheedaBeaute,buyer,4 years ago,5.0,0.0,buy twice frm seller..fast and speedy reply..recommended,0.0,0.0,0.0,0.0,0.0
4919,autumnz1,aiub.,buyer,4 years ago,5.0,0.0,fast deal and fast response,0.0,0.0,0.0,0.0,0.0
4920,autumnz1,oblongtt,buyer,4 years ago,5.0,0.0,"fast and patient responses from seller despite my slow response. seller was quick to act as well, thank you!",0.0,0.0,0.0,0.0,0.0
4921,autumnz1,sjsjskdksi,buyer,4 years ago,5.0,0.0,great seller to deal with !! really nice and patient thank you !,0.0,0.0,0.0,0.0,0.0
4922,autumnz1,joeruuu_,buyer,4 years ago,5.0,0.0,Easy fuss-free transaction with seller. Highly recommended!,0.0,0.0,0.0,0.0,0.0
4923,autumnz1,ccestlavie,buyer,4 years ago,5.0,0.0,Seller replies promptly and was able to deal on short notice. Satisfied w my purchase and will return for it if its good! Thank you😁,0.0,0.0,0.0,0.0,0.0
4924,autumnz1,yanmi.umz,buyer,4 years ago,5.0,0.0,prompt delivery! good seller! definitely buyig again! :),0.0,0.0,0.0,0.0,0.0
4925,autumnz1,ineedtoclearmythings,buyer,4 years ago,5.0,0.0,very fast deal and communication. thumbs up!,0.0,0.0,0.0,0.0,0.0
4926,autumnz1,hercules70,buyer,4 years ago,5.0,0.0,"very nice, motivated and fast seller. i bought 1 item and was surprised she gave me 2 instead. very generous, polite and sweet. Will deal again if there are more items that i want to purchased.",0.0,0.0,0.0,0.0,0.0
4927,autumnz1,miracollections85,buyer,4 years ago,5.0,0.0,it was my 2nd time purchase this smartpac envelopes from this person and turns out received it well.. thanks and hope to deal with you again soon..,0.0,0.0,0.0,0.0,0.0
4928,autumnz1,hiplola,buyer,4 years ago,5.0,0.0,excellent seller! great to deal with. very prompt and quick responsive.,0.0,0.0,0.0,0.0,0.0
4929,autumnz1,gerard67,buyer,4 years ago,5.0,0.0,"great, seemless transaction. I actually bot a 2nd item at the same time from the seller. Highly recommended",0.0,0.0,0.0,0.0,0.0
4930,autumnz1,gerard67,buyer,4 years ago,5.0,0.0,this was probably 1 of the quickest and most efficient transactions on this.platform for me. Easy and accomodating seller. Highly recommended,0.0,0.0,0.0,0.0,0.0
4931,autumnz1,shrieksg,buyer,4 years ago,5.0,0.0,seller was pleasant to deal with,0.0,0.0,0.0,0.0,0.0
4932,autumnz1,sgboring,buyer,4 years ago,5.0,0.0,Quick response and fast deal. Thank you!,0.0,0.0,0.0,0.0,0.0
4933,autumnz1,cherryblossoms1881,buyer,4 years ago,5.0,0.0,items received in good condition seller was v responsive n polite,0.0,0.0,0.0,0.0,0.0
4934,autumnz1,thelittlebookseller,buyer,4 years ago,5.0,0.0,Seller posted item out imediately after payment as I requested. Item received as described. thanks!,0.0,0.0,0.0,0.0,0.0
4935,autumnz1,assets_pro,buyer,4 years ago,5.0,0.0,Good transaction. Prompt replies from seller.,0.0,0.0,0.0,0.0,0.0
4936,autumnz1,hello00o,buyer,4 years ago,5.0,0.0,Friendly seller! Punctual and product still gd quality,0.0,0.0,0.0,0.0,0.0
4937,autumnz1,fy_stefano,buyer,4 years ago,5.0,0.0,"Great and friendly seller, 💯 recommended.. Speedy replies and punctual. 👍👍👍",0.0,0.0,0.0,0.0,0.0
4938,autumnz1,ghieh79,buyer,4 years ago,5.0,0.0,"Fast transaction, great seller 👍👍👍👍👍",0.0,0.0,0.0,0.0,0.0
4939,autumnz1,junpolo,buyer,4 years ago,5.0,0.0,Fast deal and seller is willing to accommodate time to deliver👍👍,0.0,0.0,0.0,0.0,0.0
4940,autumnz1,44_co.,buyer,4 years ago,5.0,0.0,Great seller with fast response. Deliver on time. Item packed professionally.,0.0,0.0,0.0,0.0,0.0
4941,autumnz1,ayzbergsomsorat,buyer,4 years ago,5.0,0.0,Fast respond... No hassle...,0.0,0.0,0.0,0.0,0.0
4942,autumnz1,carouisuseful2019,buyer,4 years ago,5.0,0.0,Very nice and kind seller. Fast reply. Pleasant transaction. Will definitely recommend,0.0,0.0,0.0,0.0,0.0
4943,autumnz1,vzurv,buyer,4 years ago,5.0,0.0,fast deal will definitely purchase again,0.0,0.0,0.0,0.0,0.0
4944,autumnz1,vithiya1511,buyer,4 years ago,5.0,0.0,Super fast delivery. Tq.,0.0,0.0,0.0,0.0,0.0
4945,autumnz1,lost_inreality,buyer,4 years ago,5.0,0.0,"Very patient, responsive and friendly seller! Was late for the meetup but she still waited for me despite it being a low cost item :) Thank you so much! Hope to deal with you again! :)",0.0,0.0,0.0,0.0,0.0
4946,autumnz1,ibj88,buyer,4 years ago,5.0,0.0,Tq for your generosity!,0.0,0.0,0.0,0.0,0.0
4947,autumnz1,sharon1681,buyer,4 years ago,5.0,0.0,"great seller to deal with,fast and smooth transaction,highly recommended seller.speedy replies,friendly seller.😊",0.0,0.0,0.0,0.0,0.0
4948,autumnz1,karishma21,buyer,4 years ago,5.0,0.0,"Fantastic seller,the seller was nice and friendly,I hope to deal with her again.",0.0,0.0,0.0,0.0,0.0
4949,autumnz1,yy14121992,buyer,4 years ago,5.0,0.0,Thanks to this seller friendly and nice seller. Thanks for understanding for my pregnant coming down my work place pass me the item. Thanks for nice and sweet seller. I will buy from u more again when I give birth the baby soon. ❤❤👍👍High recommended seller❤❤👍👍,0.0,0.0,0.0,0.0,0.0
4950,autumnz1,rubyneeee,buyer,4 years ago,5.0,0.0,Great seller. Very friendly and accommodative 😊,0.0,0.0,0.0,0.0,0.0
4951,autumnz1,mic_helletang,buyer,4 years ago,5.0,0.0,Good seller to deal with 😊,0.0,0.0,0.0,0.0,0.0
4952,autumnz1,SheedaBeaute,buyer,4 years ago,5.0,0.0,recommended.Fast n smooth transaction👍,0.0,0.0,0.0,0.0,0.0
4953,autumnz1,gailparro,buyer,4 years ago,5.0,0.0,Great deal. looking forward to more transactions coz she knows her product well,0.0,0.0,0.0,0.0,0.0
4954,autumnz1,qaylainsyirah,buyer,4 years ago,5.0,0.0,Tq for accomodating to my last min request. Couldnt comment more but definitely worth buying....,0.0,0.0,0.0,0.0,0.0
4955,autumnz1,joanneshin,buyer,4 years ago,5.0,0.0,nice seller who reply to my msg promptly.. items is the same as description.. thanks seller..,0.0,0.0,0.0,0.0,0.0
4956,autumnz1,arhakhalid,buyer,4 years ago,5.0,0.0,Excellent seller. I am so happy with the purchase and extremely happy with the product. Thank you sooooooooooooooo much.,0.0,0.0,0.0,0.0,0.0
4957,autumnz1,cleos_closet,buyer,4 years ago,5.0,0.0,Pleasant transaction. seller is very understanding and flexible. thank you.,0.0,0.0,0.0,0.0,0.0
4958,autumnz1,cpl2003,buyer,4 years ago,4.7,0.0,Prompt response. Pleasant transaction,0.0,0.0,0.0,0.0,0.0
4959,autumnz1,pigpod,buyer,4 years ago,5.0,0.0,friendly seller who is quick to respond ! happy to deal with ya :),0.0,0.0,0.0,0.0,0.0
4960,autumnz1,teenapey,buyer,4 years ago,5.0,0.0,very accommodating seller and friendly. hope to deal with you again! thanks so much!,0.0,0.0,0.0,0.0,0.0
4961,autumnz1,zida24,buyer,4 years ago,5.0,0.0,Smooth deal Friendly seller,0.0,0.0,0.0,0.0,0.0
4962,autumnz1,prettyhijab.sg,buyer,4 years ago,5.0,0.0,Fuss free transaction.. recommended seller. Fast response. thk u,0.0,0.0,0.0,0.0,0.0
4963,autumnz1,lainad65,buyer,4 years ago,5.0,0.0,seller was great. heeded to the buyer beware policy.,0.0,0.0,0.0,0.0,0.0
4964,autumnz1,rajiv.rai24,buyer,4 years ago,5.0,0.0,Amazingly fast in her replies! We were able transact within 12 hours. She was clear in her replies and was at the meet-up location way ahead of us! 😊,0.0,0.0,0.0,0.0,0.0
4965,autumnz1,madonna88,buyer,4 years ago,4.0,0.0,fuss free transaction.. recommended seller,0.0,0.0,0.0,0.0,0.0
4966,autumnz1,lovedb4,buyer,4 years ago,4.0,0.0,Really anytime. Great for emergencies,0.0,0.0,0.0,0.0,0.0
4967,autumnz1,malique,buyer,4 years ago,5.0,0.0,Seller was prompt in her reply and deal was smooth & prompt. Thanks for the smooth transaction!,0.0,0.0,0.0,0.0,0.0
4968,autumnz1,stone1123,buyer,4 years ago,5.0,0.0,seller very responsive and polite. willing to compromise on time to meet as well.,0.0,0.0,0.0,0.0,0.0
4969,autumnz1,Noodlekia,seller,4 years ago,5.0,0.0,Thank for meeting at my convenience! Pleasant transaction! 🙂,0.0,0.0,0.0,0.0,0.0
4970,autumnz1,princessdiva,buyer,4 years ago,5.0,0.0,Super efficient and prompt response! Delivery within 2 days. Highly recommended thanks!,0.0,0.0,0.0,0.0,0.0
4971,autumnz1,kjs,buyer,4 years ago,4.3,0.0,Great seller to deal with!,0.0,0.0,0.0,0.0,0.0
4972,autumnz1,ttrigger21,buyer,4 years ago,5.0,0.0,Item recieved in good condition. Seller gave fast replies and very accommodating.,0.0,0.0,0.0,0.0,0.0
4973,autumnz1,jslel,buyer,4 years ago,5.0,0.0,Nice seller. Easy to deal with and fast responds. 👍🏼,0.0,0.0,0.0,0.0,0.0
4974,autumnz1,the__wahhhhhhhh__shopppppppp,buyer,4 years ago,5.0,0.0,Very very very nice seller 😊😊. Arranged for a last minute meet up and seller agreed. Transaction done within 30mins. Highly recommended! 👍👍👍,0.0,0.0,0.0,0.0,0.0
4975,autumnz1,amou.shop,buyer,4 years ago,5.0,0.0,Reliable seller,0.0,0.0,0.0,0.0,0.0
4976,autumnz1,kiddybabyco,buyer,4 years ago,5.0,0.0,great seller to deal with. non fussy and fast transaction. Even when i requested last min. thank you,0.0,0.0,0.0,0.0,0.0
4977,autumnz1,soundlab555,buyer,4 years ago,5.0,0.0,extremely responsible and reliable reseller .. highly recommend,0.0,0.0,0.0,0.0,0.0
4978,autumnz1,hannah.ccy,buyer,4 years ago,5.0,0.0,Pleasant transaction ty:),0.0,0.0,0.0,0.0,0.0
4979,autumnz1,emilyypxx,buyer,4 years ago,5.0,0.0,Seller is very prompt and fast with her replies and mailing out the product!,0.0,0.0,0.0,0.0,0.0
4980,autumnz1,cheerscomms,seller,4 years ago,5.0,0.0,Smooth transaction..thanks,0.0,0.0,0.0,0.0,0.0
4981,autumnz1,elmo88,buyer,4 years ago,5.0,0.0,Smooth hassle free transaction. Item as described. Thank you,0.0,0.0,0.0,0.0,0.0
4982,autumnz1,fat_annah,buyer,4 years ago,5.0,0.0,seller was very responsive. item is as picture. super love the item!!! will definitely buy from seller again!👍👍👍,0.0,0.0,0.0,0.0,0.0
4983,autumnz1,attila0407,buyer,4 years ago,5.0,0.0,very smooth n easy transaction highly recommended,0.0,0.0,0.0,0.0,0.0
4984,autumnz1,sg50th,buyer,4 years ago,5.0,0.0,Great seller to deal with!!!,0.0,0.0,0.0,0.0,0.0
4985,autumnz1,hwfi73,buyer,4 years ago,5.0,0.0,awesome 👍,0.0,0.0,0.0,0.0,0.0
4986,autumnz1,s.m.m.m,buyer,4 years ago,5.0,0.0,Seller is fast in her response and friendly too. Made a quick deal with her and items received in Great condition. Thk U!,0.0,0.0,0.0,0.0,0.0
4987,autumnz1,roslisukarti,buyer,4 years ago,5.0,0.0,Great seller to deal with! Prompt delivery! Item delivered as described. Pleasant transaction!,0.0,0.0,0.0,0.0,0.0
4988,autumnz1,kinmoose,buyer,4 years ago,5.0,0.0,awesome service,0.0,0.0,0.0,0.0,0.0
4989,autumnz1,mingkuk,buyer,4 years ago,5.0,0.0,Great seller to deal with. Fast reply,0.0,0.0,0.0,0.0,0.0
4990,autumnz1,remyzah,buyer,4 years ago,5.0,0.0,"Texted seller at 5plus pm to purchase smartpac, collected at 7pm. Fast and smooth transaction. Repeated order. Highly recommended 👍🏽",0.0,0.0,0.0,0.0,0.0
4991,autumnz1,ellsam77,buyer,4 years ago,3.7,0.0,Great seller to deal,0.0,0.0,0.0,0.0,0.0
4992,autumnz1,notimewaster,buyer,4 years ago,5.0,0.0,Tis is my 2nd purchase of e Smartpac package.!❤️,0.0,0.0,0.0,0.0,0.0
4993,autumnz1,khest09,buyer,4 years ago,5.0,0.0,2nd time Dealing! very fast service and recommended,0.0,0.0,0.0,0.0,0.0
4994,autumnz1,mzz_h,buyer,4 years ago,5.0,0.0,would recommend seller. prompt replies. items well received. super nice also.,0.0,0.0,0.0,0.0,0.0
4995,autumnz1,jaguar11,buyer,4 years ago,5.0,0.0,great seller🥂,0.0,0.0,0.0,0.0,0.0
4996,autumnz1,see.jay,buyer,4 years ago,5.0,0.0,Fast deal. Responsive seller. Easy to communicate too.. thanks alot!,0.0,0.0,0.0,0.0,0.0
4997,autumnz1,theccollectorss,buyer,4 years ago,5.0,0.0,Prompt and friendly seller. Hope to deal with her again!,0.0,0.0,0.0,0.0,0.0
4998,autumnz1,fatshane,buyer,4 years ago,5.0,0.0,Nice deal with the seller. Hope to deal with you again. Tnx😊,0.0,0.0,0.0,0.0,0.0
4999,autumnz1,em2015.oh,buyer,4 years ago,5.0,0.0,Great seller to deal with and very friendly to buyers. Thanks again.,0.0,0.0,0.0,0.0,0.0
5000,autumnz1,remyzah,buyer,4 years ago,5.0,0.0,Super fast deal. Seller is friendly and polite 😊 Hassel free transaction. Highly recommended! 👍🏽 thank u so much. Hope to deal with u again 🙏🏼,0.0,0.0,0.0,0.0,0.0
5001,autumnz1,hafizi_hassan,buyer,4 years ago,5.0,0.0,"Very fast response, easy to communicate.. Very recommended seller",0.0,0.0,0.0,0.0,0.0
5002,autumnz1,michw1,buyer,4 years ago,5.0,0.0,great seller to deal .. friendly and fast response,0.0,0.0,0.0,0.0,0.0
5003,autumnz1,kiddybabyco,buyer,4 years ago,4.3,0.0,thank you for the prompt and fast transaction! looking forward for more deals with you,0.0,0.0,0.0,0.0,0.0
5004,autumnz1,hoiyen0627,buyer,4 years ago,5.0,0.0,Great seller n fast delivery🥰,0.0,0.0,0.0,0.0,0.0
5005,autumnz1,elephantngiraffle,buyer,4 years ago,5.0,0.0,Great seller to deal with! hassel free! v punctual! would love to deal again in the future. Nice and pleasant transaction! Thank u !!,0.0,0.0,0.0,0.0,0.0
5006,autumnz1,altbxx,buyer,4 years ago,5.0,0.0,Thank you for the last min order! :-) Will definitely get from you again :-),0.0,0.0,0.0,0.0,0.0
5007,autumnz1,vantoria_,buyer,4 years ago,5.0,0.0,seller was very very nice and accomodating to my schedule! came down last min when i say that i could make it n was very informative about the item and its really good too!! will definitely come bck to you if i need more of the lights in the future! thank u!!,0.0,0.0,0.0,0.0,0.0
5008,autumnz1,arin_osm,buyer,4 years ago,5.0,0.0,Fast transaction. Very prompt seller. Keep it up babe. Will liaise with u again soon! Thank you so much! 👍🏼,0.0,0.0,0.0,0.0,0.0
5009,autumnz1,martinroland,buyer,4 years ago,5.0,0.0,swift transaction.,0.0,0.0,0.0,0.0,0.0
5010,autumnz1,salsabilagift,buyer,4 years ago,5.0,0.0,fast deal !,0.0,0.0,0.0,0.0,0.0
5011,autumnz1,happylop,buyer,4 years ago,5.0,0.0,Good seller. Polite and prompt. Highly recommend!,0.0,0.0,0.0,0.0,0.0
5012,autumnz1,busy.mum,buyer,4 years ago,5.0,0.0,Great seller to deal with. Thanks,0.0,0.0,0.0,0.0,0.0
5013,autumnz1,render.bender,buyer,4 years ago,5.0,0.0,Pleasant deal from a helpful & responsive seller. Just awesome 😉 Will recommend with 5 stars all the way! Looking forward to our next transaction! 😊,0.0,0.0,0.0,0.0,0.0
5014,autumnz1,maybelleqiqi,seller,4 years ago,5.0,0.0,"Good deal, very friendly😊",0.0,0.0,0.0,0.0,0.0
5015,autumnz1,hhteicla,seller,4 years ago,4.0,0.0,Responsive & smooth ! Thank you :),0.0,0.0,0.0,0.0,0.0
5016,autumnz1,shesays_sg,buyer,4 years ago,5.0,0.0,Great seller! Very patient and gave me a lot of advise on how to save money. Will definitely refer her to my friends.,0.0,0.0,0.0,0.0,0.0
5017,autumnz1,youkiko,seller,4 years ago,5.0,0.0,Great buyer...,0.0,0.0,0.0,0.0,0.0
5018,autumnz1,notimewaster,buyer,4 years ago,5.0,0.0,👍🏼,0.0,0.0,0.0,0.0,0.0
5019,autumnz1,hil.lauder,buyer,4 years ago,4.7,0.0,Everything is seamless. From communication and transaction. Item is also in good condition. I am satisfied with the service rendered.,0.0,0.0,0.0,0.0,0.0
5020,autumnz1,endra46,buyer,4 years ago,5.0,0.0,"responesive seller, item receive unxpected fast upon payment.. great seller",0.0,0.0,0.0,0.0,0.0
5021,autumnz1,nufamily,seller,4 years ago,5.0,0.0,Friendly buyer and deal in smoothly 😘,0.0,0.0,0.0,0.0,0.0
5022,autumnz1,leonewton,buyer,4 years ago,5.0,0.0,Many Thanks Erain. You are very friendly! And received all items in very good condition! My kids love it! Thankiew ya! Will definitely buy from you again!,0.0,0.0,0.0,0.0,0.0
5023,autumnz1,bhiphop29,buyer,4 years ago,5.0,0.0,Fast replies and smooth transaction. Highly recommended.,0.0,0.0,0.0,0.0,0.0
5024,autumnz1,fierxx,buyer,4 years ago,5.0,0.0,great deal experience. Recommended !,0.0,0.0,0.0,0.0,0.0
5025,autumnz1,justmehere,buyer,4 years ago,5.0,0.0,Fast deal as i need urgently . Very good seller . Excelent service 👍🏻 Thankyou ! Hope to deal with you again 💞,0.0,0.0,0.0,0.0,0.0
5026,autumnz1,t_raptor2000,buyer,4 years ago,5.0,0.0,recommended seller. fast and hassle free! super fast deal,0.0,0.0,0.0,0.0,0.0
5027,autumnz1,cosmicstrobe,buyer,4 years ago,5.0,0.0,Overall a very fast and smooth transaction. Speedy replies hence very reliable for a last minute urgent purchases. Seller was very professional and polite at the same time. Great experience!👍😄,0.0,0.0,0.0,0.0,0.0
5028,autumnz1,sutimah_nasan,buyer,4 years ago,5.0,0.0,Great seller to deal with! Prompt delivery and Pleasant transaction,0.0,0.0,0.0,0.0,0.0
5029,autumnz1,malditah117,buyer,4 years ago,5.0,0.0,fast rply.. and item fast mail.. well recommended.. thanks,0.0,0.0,0.0,0.0,0.0
5030,autumnz1,stardaisy,buyer,4 years ago,5.0,0.0,nice communication. happy to deal with you,0.0,0.0,0.0,0.0,0.0
5031,autumnz1,nurulastriaratna,buyer,4 years ago,5.0,0.0,Item delivered as described and Pleasant transaction! Thank you! Great seller to deal with!,0.0,0.0,0.0,0.0,0.0
5032,autumnz1,haiimel_,buyer,4 years ago,5.0,0.0,"Fast and fuss free deal. Prompt replies, items as described. Overall pleasant transaction. Thank you!",0.0,0.0,0.0,0.0,0.0
5033,autumnz1,tidusnjh97,buyer,4 years ago,5.0,0.0,fast and friendly seller!,0.0,0.0,0.0,0.0,0.0
5034,autumnz1,nufamily,seller,4 years ago,5.0,0.0,"friendly buyer, deal smoothly, fast deal",0.0,0.0,0.0,0.0,0.0
5035,autumnz1,happymess,buyer,4 years ago,5.0,0.0,Seller gives fast replies. Highly recommended!,0.0,0.0,0.0,0.0,0.0
5036,autumnz1,jfangsg,buyer,4 years ago,5.0,0.0,"Fuss free transaction, highly recommended!!",0.0,0.0,0.0,0.0,0.0
5037,autumnz1,jfangsg,buyer,4 years ago,5.0,0.0,"Friendly and easy going seller, fuss free transaction",0.0,0.0,0.0,0.0,0.0
5038,autumnz1,mostly_sane,buyer,4 years ago,5.0,0.0,"great seller to deal with, highly recommend",0.0,0.0,0.0,0.0,0.0
5039,autumnz1,ayzbergsomsorat,buyer,4 years ago,5.0,0.0,Fast and efficient!!!! Prompt reply!!!,0.0,0.0,0.0,0.0,0.0
5040,autumnz1,freewillysg,buyer,4 years ago,4.7,0.0,all went well,0.0,0.0,0.0,0.0,0.0
5041,autumnz1,mark543210,buyer,4 years ago,5.0,0.0,Very responsible seller.,0.0,0.0,0.0,0.0,0.0
5042,autumnz1,muhd.isa.98,buyer,4 years ago,5.0,0.0,"Fast replies, pleasant transaction.",0.0,0.0,0.0,0.0,0.0
5043,autumnz1,greyeconomics,buyer,4 years ago,5.0,0.0,Seller was fast in response and quick in confirming dealing location and timing available. A great seller to deal with 😁 thanks again,0.0,0.0,0.0,0.0,0.0
5044,autumnz1,oliviatong,buyer,4 years ago,5.0,0.0,very helpful and friendly seller👍👍👍 Definitely will buy again,0.0,0.0,0.0,0.0,0.0
5045,autumnz1,mum92,buyer,4 years ago,5.0,0.0,Friendly seller n clear communication. Great seller to deal with. Thanks so much.,0.0,0.0,0.0,0.0,0.0
5046,autumnz1,cheerscomms,seller,4 years ago,5.0,0.0,Thanks for support..,0.0,0.0,0.0,0.0,0.0
5047,autumnz1,beststuff_guy,buyer,4 years ago,5.0,0.0,"Great person to deal with. Pleasant, fast, item received in good condition. Recommended! 👍",0.0,0.0,0.0,0.0,0.0
5048,autumnz1,limmk612,buyer,4 years ago,5.0,0.0,Friendly and responsive seller. Thanks.,0.0,0.0,0.0,0.0,0.0
5049,autumnz1,habibi.sg,buyer,4 years ago,5.0,0.0,fast to deal with,0.0,0.0,0.0,0.0,0.0
5050,autumnz1,let8rain,buyer,4 years ago,4.3,0.0,"Seller is very accommodating and reply quickly on my queries. Thanks seller, till our nextvtransactions",0.0,0.0,0.0,0.0,0.0
5051,autumnz1,virfydes,buyer,4 years ago,5.0,0.0,speedy reply. easy to deal with. recommended seller.,0.0,0.0,0.0,0.0,0.0
5052,autumnz1,saltedkapel,buyer,4 years ago,5.0,0.0,Great experience! Very accommodating to me!,0.0,0.0,0.0,0.0,0.0
5053,autumnz1,cheerscomms,seller,4 years ago,5.0,0.0,Thanks alot,0.0,0.0,0.0,0.0,0.0
5054,autumnz1,cheerscomms,seller,4 years ago,5.0,0.0,Thanks,0.0,0.0,0.0,0.0,0.0
5055,autumnz1,j.zee,seller,4 years ago,5.0,0.0,Great person to deal with! Replies pretty fast and agreeable to meeting location and time quite openly. Swift in payment electronically prior to meet-up too. Highly recommended. :),0.0,0.0,0.0,0.0,0.0
5056,autumnz1,zleaesthetics,buyer,4 years ago,5.0,0.0,"Great seller to deal with! Immediately agreed to meet up, accommodative, also item as described, thank you!",0.0,0.0,0.0,0.0,0.0
5057,autumnz1,rarefind_001,buyer,4 years ago,5.0,0.0,"Thanks for the great bargian, prompt response and flexibility in meeting up!",0.0,0.0,0.0,0.0,0.0
5058,autumnz1,apnea,buyer,4 years ago,5.0,0.0,Meeting went very well. Seller negotiated meet up. Included freebie! Will buy from this seller again if possible. Do patronize 👍,0.0,0.0,0.0,0.0,0.0
5059,autumnz1,akeelnaz,buyer,4 years ago,5.0,0.0,"Nice seller, smooth transaction.. great deal :)",0.0,0.0,0.0,0.0,0.0
5060,autumnz1,purplelover__,buyer,4 years ago,5.0,0.0,seller was great to deal with and also sucha nice and outgoing person!!😊,0.0,0.0,0.0,0.0,0.0
5061,autumnz1,coffeemonster,buyer,4 years ago,5.0,0.0,very prompt replies and punctual in meeting up! Pleasant transaction!,0.0,0.0,0.0,0.0,0.0
5062,autumnz1,coffeemonster,buyer,4 years ago,5.0,0.0,very prompt replies and punctual in meeting up! Pleasant transaction!,0.0,0.0,0.0,0.0,0.0
5063,autumnz1,junnie_04,buyer,4 years ago,5.0,0.0,Thank you and fast delivery.,0.0,0.0,0.0,0.0,0.0
5064,autumnz1,wildfl0wer,buyer,4 years ago,4.7,0.0,Prompt replies and fast delivery. Thanks!,0.0,0.0,0.0,0.0,0.0
5065,autumnz1,torreyp,buyer,4 years ago,4.0,0.0,"Easy and accommodating seller, no hassle to deal with again, thanks!",0.0,0.0,0.0,0.0,0.0
5066,autumnz1,wayfarerchild,buyer,4 years ago,5.0,0.0,HIGHLY RECOMMENDED. She got back to me when stocks were in as promised. Efficient. Honest. Apologies for the late review,0.0,0.0,0.0,0.0,0.0
5067,autumnz1,lo_lollipop,buyer,4 years ago,5.0,0.0,Great seller to deal with! Pleasant transaction! Thank you!,0.0,0.0,0.0,0.0,0.0
5068,autumnz1,tammytanmy,buyer,4 years ago,5.0,0.0,Very responsive and friendly person. She was helpful on my queries. Sincere and honest seller!! Great to have dealt with her!!,0.0,0.0,0.0,0.0,0.0
